"description1"
"Movie Dark Skies Scott Stewart Keri Russell, Josh Hamilton, J.K. Simmons, Dakota Goyo, Kadan Rockett, L.J. Benet, Rich Hutchman, Myndy Crist, Annie Thurman, Jake Brennan United States September 19, 2021 2013 PG-13 97 min Horror Movies, Sci-Fi & Fantasy A familys idyllic suburban life shatters when an alien force invades their home, and as they struggle to convince others of the deadly threat. Ivan likes it, The Barrett family—mother Lacy, father Daniel, older son Jesse, and younger son Sammy—reside on a quiet suburban street in an unnamed American city. Daniel is currently unemployed, placing the burden of supporting the family on Lacy, who works as a real estate agent. Their two sons enjoy a happy relationship and communicate with each other from their beds via walkie-talkie. A number of strange occurrences befall the family. During the night, the contents of the kitchen are rearranged in bizarre configurations. The house alarm is set off when it detects that all entry points were breached simultaneously. Sammy suffers a fit while at the park, and Lacy is shocked when hundreds of birds suddenly crash into the house. One night, Lacy is awakened by a sound from Sammys room. When she checks on him, she sees a figure standing over his bed. She turns on the light to find an empty room. Sammy is found walking away from the house but cannot remember leaving. Lacy, Daniel and Jesse each suffer catatonic episodes and regain consciousness with no memory of their experiences. Sammy's discovered to have marks on his body at a pool party while Jesse experiences an episode in the woods and is admitted to the hospital where geometric shapes are also discovered on his body, prompting the doctors to alert Child Protective Services. Greatly disturbed by the various phenomena afflicting the family and the house, Lacy begins to search online for answers and finds articles attributing some of what they have experienced to UFOs and reports of alien abduction. Daniel installs security cameras throughout the house. Daniel reviews the nights footage and frame-by-frame analysis reveals three dark figures standing over their beds as they slept. Now believing that theres an extraterrestrial force at work, Lacy and Daniel seek the help of a specialist, Edwin Pollard, who calls the beings the Greys. Pollard informs them that many others have suffered the same fate as the Barretts with most cases ending in a child abduction. Edwin warns the Barretts that the person who the Greys first show interest in is usually the one who is abducted and that they should be highly protective of Sammy, whom he believes has been chosen. Daniel buys a shotgun while Lacy adopts an aggressive guard dog. The family spends the Fourth of July boarding up the windows and front door of the house, then they eat dinner as Daniel flips the TV on to a program showing fireworks and playing patriotic music, reminiscing about happier times. Suddenly, the TV fills with static, and the house lights begin to flicker, while the dog starts barking ferociously towards a boarded up window. Daniel sends Lacy and the boys upstairs to Jesses room as he arms himself with the shotgun. A bright light starts to shine outside the window towards Daniel. Upstairs, Lacy instructs both boys to not open the door under any circumstance. The power in the house goes off as Lacy stands guard outside the bedroom door armed with a kitchen knife. Hearing the TV in her bedroom turn on, she walks towards it, unaware of a being standing directly behind her, and she becomes trapped in the bedroom. Daniel gets Jesse and Sammy into his and Lacys room where they barricade themselves inside and huddle together on the bed. The TV begins to flicker again and the beings materialize in the room. Jesse blacks out and experiences a hallucination in which his father commits suicide alongside his mothers bloodied body. Seeing his brother, Jesse chases after Sammy before reawakening in the upstairs hallway of his house. The Greys appear in front of him, and he disappears with them in a flash of light, the rest of the family powerless to help. Three months later, Lacy and Daniel are suspects in Jesses disappearance case and have moved into an apartment. Pollard balefully cuts out a newspaper article about Jesse's disappearance and hangs it on his wall with other pictures of missing children. As Lacy is going through old things, she finds pictures that Jesse drew as a child that shows the Greys surrounding him. She belatedly realizes that it was Jesse, not Sammy, in whom the Greys first showed interest, and that he was the one who had been chosen. Feedback then emanates from a nearby walkie-talkie as Lacy and Sammy both hear Jesses faint voice calling Sammys name."
"TV Show He-Man and the Masters of the Universe NA Yuri Lowenthal, Kimberly Brooks, Antony Del Rio, Trevor Devall, Ben Diskin, Grey Griffin, David Kaye, Tom Kenny, Judy Alice Lee, Roger Craig Smith, Fred Tatasciore United States September 16, 2021 2021 TV-Y7 1 Season Kids TV, TV Sci-Fi & Fantasy Mighty teen Adam and his heroic squad of misfits discover the legendary power of Grayskull and their destiny to defend Eternia from sinister Skeletor. The series takes place on Eternia, a planet of magic, myth and fantasy. Its lead character is Prince Adam, the young son of Eternias rulers King Randor and Queen Marlena. Prince Adam is also the twin brother of Princess Adora. Whenever Prince Adam holds the Sword of Power aloft and proclaims By the Power of Grayskull! I have the power! he is endowed with fabulous secret powers and transformed into He-Man, the most powerful man in the universe. Together with his close allies, Battle Cat (who undergoes a similar transformation from being Adams cowardly pet tiger Cringer, The Sorceress, Teela, Man-At-Arms and Orko, He-Man uses his powers to defend Eternia from the evil forces of Skeletor. Skeletors main goal is to conquer the mysterious fortress of Castle Grayskull, from which He-Man draws his powers. If successful, Skeletor would have enough power to rule all of Eternia and possibly the entire universe. Ivan likes it"
"TV Show Dharmakshetra NA Kashmira Irani, Chandan Anand, Dinesh Mehta, Ankit Arora, Pushkar Goggiaa, Anjali Rana, Aarya DharmChand Kumar, Amit Behl, Maleeka Ghai India September 15, 2021 2014 TV-PG 1 Season International TV Shows, TV Dramas, TV Sci-Fi & Fantasy After the ancient Great War, the god Chitragupta oversees a trial to determine who were the battle's true heroes and villains. Ivan thinks this was a Regular"
"Movie Paradise Hills Alice Waddington Emma Roberts, Danielle Macdonald, Awkwafina, Eiza González, Milla Jovovich, Jeremy Irvine, Arnaud Valois, Daniel Horvath Spain, United States September 9, 2021 2019 TV-MA 95 min Sci-Fi & Fantasy, Thrillers Uma wakes up in a lush tropical facility designed to turn willful girls into perfect ladies. That’s bad enough, but its real purpose is even worse. Ivan loves this"
"TV Show Kid Cosmic NA Jack Fisher, Tom Kenny, Amanda C. Miller, Kim Yarbrough, Keith Ferguson, Grey Griffin, Lily Rose Silver United States September 7, 2021 2021 TV-Y7 2 Seasons Kids' TV, TV Comedies, TV Sci-Fi & Fantasy A boy's superhero dreams come true when he finds five powerful cosmic stones. But saving the day is harder than he imagined — and he can't do it alone. Ivan dislike this"
"TV Show Countdown: Inspiration4 Mission to Space Jason Hehir NA NA September 6, 2021 2021 TV-14 1 Season Docuseries, Science & Nature TV From training to launch to landing, this all-access docuseries rides along with the Inspiration4 crew on the first all-civilian orbital space mission. Ivan thinks this is a regular movie with great casting"
"Movie Chappie Neill Blomkamp Sharlto Copley, Hugh Jackman, Sigourney Weaver, Dev Patel, Ninja, Yo-Landi Visser, Jose Pablo Cantillo, Brandon Auret, Johnny Selema, Maurice Carpede South Africa, United States September 1, 2021 2015 R 121 min Action & Adventure, Sci-Fi & Fantasy In a futuristic society where an indestructible robot police force keeps crime at bay, a lone droid evolves to the next level of artificial intelligence. Ivan does not like this"
"Movie Green Lantern Martin Campbell Ryan Reynolds, Blake Lively, Peter Sarsgaard, Mark Strong, Tim Robbins, Jay O. Sanders, Taika Waititi, Angela Bassett United States September 1, 2021 2011 PG-13 114 min Action & Adventure, Sci-Fi & Fantasy Test pilot Hal Jordan harnesses glowing new powers for good when he wears an otherworldly ring and helps an intergalactic force stop a powerful threat. Ivan enjoy it"
"Movie Level 16 Danishka Esterhazy Katie Douglas, Celina Martin, Peter Outerbridge, Sara Canning, Alexis Whelan, Amalia Williamson, Josette Halpert, Kiana Madeira Canada September 1, 2021 2018 TV-14 102 min Sci-Fi & Fantasy, Thrillers In a bleak academy that teaches girls the virtues of passivity, two students uncover the ghastly purpose behind their training and resolve to escape. Ivan dislike this"
"Movie Mars Attacks! Tim Burton Jack Nicholson, Glenn Close, Annette Bening, Pierce Brosnan, Danny DeVito, Martin Short, Sarah Jessica Parker, Michael J. Fox, Rod Steiger, Tom Jones, Lukas Haas, Natalie Portman United States September 1, 2021 1996 PG-13 106 min Comedies, Cult Movies, Sci-Fi & Fantasy As flying saucers head for Earth, the president of the United States prepares to welcome alien visitors but soon learns they're not coming in peace. Ivan didn't watch it"
"Movie Kyo Kii... Main Jhuth Nahin Bolta David Dhawan Govinda, Sushmita Sen, Rambha, Anupam Kher, Satish Kaushik, Sharad Kapoor, Kiran Kumar, Mohnish Bahl India August 27, 2021 2001 TV-14 150 min Comedies, International Movies, Sci-Fi & Fantasy The life and career of a lawyer are thrown into chaos when his son's wish magically renders him incapable of telling a lie. Ivan thinks this was a Regular"
"TV Show Manifest NA Melissa Roxburgh, Josh Dallas, Athena Karkanis, J.R. Ramirez, Luna Blaise, Jack Messina, Parveen Kaur United States August 21, 2021 2021 TV-14 3 Seasons TV Dramas, TV Mysteries, TV Sci-Fi & Fantasy When a plane mysteriously lands years after takeoff, the people onboard return to a world that has moved on without them and face strange, new realities. Ivan thinks this is a regular movie with great casting"
"Movie Beowulf Robert Zemeckis Ray Winstone, Anthony Hopkins, John Malkovich, Angelina Jolie, Robin Wright, Brendan Gleeson, Crispin Glover, Alison Lohman, Sharisse Baker-Bernard United States, United Kingdom August 1, 2021 2007 PG-13 114 min Action & Adventure, Sci-Fi & Fantasy This deftly animated take on a legendary Old English epic tells the timeless tale of a Scandinavian hero who's known for slaying dragons. Ivan does not like this"
"Movie Cloudy with a Chance of Meatballs Phil Lord, Christopher Miller Bill Hader, Anna Faris, James Caan, Andy Samberg, Bruce Campbell, Mr. T, Bobb'e J. Thompson, Benjamin Bratt, Neil Patrick Harris, Al Roker United States, Canada August 1, 2021 2009 PG 90 min Children & Family Movies, Comedies, Sci-Fi & Fantasy When inventor Flint Lockwood makes clouds rain food, the citizens of Chewandswallow can feed themselves. But a bowl of disaster is about to overflow. Ivan likes it"
"Movie Deep Blue Sea Renny Harlin Thomas Jane, Saffron Burrows, Samuel L. Jackson, Jacqueline McKenzie, Michael Rapaport, Stellan Skarsgård, LL Cool J, Aida Turturro, Cristos, Daniel Rey United States, Mexico August 1, 2021 1999 R 105 min Action & Adventure, Horror Movies, Sci-Fi & Fantasy Scientists conduct research on sharks in search of an Alzheimer's cure. But a dangerous shortcut leads to huge sharks with near-human intelligence. Ivan thinks this is a regular movie with great casting"
